mbid	thedomid	thename	location	explanation
28679ea442fc	UP7H8064	Balder	20-37	NULL
ec3d154eb359	UP6H7512	Baldersgatan	57-47	-
a6c0812a36bd	UP5P0528	Bali_Wind	-	-
1006af5496ac	UP7P2566	Balkenkneipp	03-37	NULL
0738ac4b2aa7	UP8P3370	Balkhi	26-09	NULL
c6b62dc7a168	TP7H8257	Ball	23-16	NULL
4696f5e99e5d	TP7P2487	Ballet	10-60	NULL
8f18cb04416c	UP8P3306	Balnagask	37-31	NULL
19d608394000	UP5P0770	Balneology	74-53	-
72103f1e27bf	TP7P2201	Baloo_Bear	44-28	NULL
c86aa754071c	UP7P2252	Balrog	26-13	NULL
7c7ad8e24d55	UP8P3352	Baltusrol	12-53	NULL
3ff7636c27c3	TP6H7653	Balun	11-62	NULL
384528b6e8fd	UP8Y5062	Balzsee	33-49	NULL
ea9b58c7fae8	UP7P2154	Bambi	25-47	NULL
d7898cb743e3	TP7Y4671	Bampur	12-04	NULL
51c2b0b2f2d6	TP4P0113	Banana	38-56	-
29a2ab1e6a93	SCIN0003	Banana_Pancake	12-66	NULL
1b73400bad28	UP8Y5026	Bancha	42-47	NULL
0b41d3cfb925	UP6P1736	Banded_Coral_Shrimp	53-23	NULL
ccef0ef2d3e5	TP6H7513	Banergatan	48-02	-
98b7b6b98e9f	UP7P2542	Banshee	10-01	NULL
f4c6a24938d4	UP7P2148	Banzai	15-03	NULL
6c62cee79e41	UP5P0502	Barat	67-41	-
645b87970a4a	UP6H7740	Barbasell	23-43	NULL
9998b656a3fc	UP6P1354	Barbell	71-11	It was originally thought to consist of two separate nebulae.
1289eac8d872	UP5P0544	Barber	54-11	-
1b924a8b2264	TP6P1373	Barbu_Card	65-58	A card Game
f2fad16dd82d	TP7H8003	Bardin	35-30	NULL
abbc285a4527	UP5H0218	Barkarby	36-17	-
4a93e0d5f415	UP7H8004	Barkass	12-41	NULL
c0c77d10f143	TP4P0159	Barley_wine	30-02	-
0604b93ff205	UP6H7514	Barnhusgatan	72-25	-
87e0c9d79db5	UP7Y4516	Barometrix	28-35	NULL
a2ac5b39f907	TP4Y0049	Barre	64-48	-
eb0d74768926	UP8P3182	Barrette_File	25-35	NULL
e2110d3be815	UP7H8258	Barre_Gran	33-17	NULL
9a8b4114fb63	UP6P1632	Barry_Lyndon	61-19	Beautiful European historical epic
42da28782151	UP8Y5190	Barssee	35-41	NULL
3f95dd50fb33	UP7H8210	Bartender	34-43	NULL
bd117ddaaf89	TP7P2489	Baseball	10-52	NULL
043b9259cfe0	TP6P1447	BASIC	64-08	Beginners All-purpose Symbolic Instruction Code
82f06c7576cc	UP7P2408	Basketball	10-51	NULL
7831d9ed26f6	UP8P3522	Basso	19-19	NULL
6936ddf96e33	UP8P3248	Bass_Drum	05-23	NULL
d40c5384e223	SCUBE001	Alofi	2023-01	NULL
8b4f73f932ea	TP7H8259	Bast	15-26	NULL
7d8833638c3b	TP6H7515	Bastugatan	57-26	-
c8689d728b08	TP5H0147	Bastulunsen	72-34	-
737d355af587	UP4P0264	Bat	21-01	-
ff2d381f65ab	SCUBE064	Ambon	2023-64	NULL
c08647a47bc8	UP7Y4842	Batagur_Baska	27-05	NULL
7027c56a42f5	UP7P2502	Batgirl	03-23	NULL
d398d5055839	TP7P2507	Batman	25-26	NULL
e25bfe6bde9e	TP5P0907	Baton_Rouge	73-36	-
2387fad22e74	TP7P2583	Batschkabb	24-16	NULL
e440f02605ef	TP6H7655	Batteri	77-36	NULL
9fbae1613489	UP6H7516	Batteriparken	48-15	-
27901d938f9e	TP6P1581	Battletoads	41-44	a beat em up game for the NES where you get to a toad
c9ba7bd331d9	AP7P2004	Batura_Sar	23-64	NULL
763def68a5a7	UP8Y5162	Batzos	51-19	NULL
d798bb0c5252	TP6P1895	Bat_Star	53-10	NULL
3219facf1237	TP7H8117	Bauge	20-30	NULL
f9bfbbd1451d	TP5Y0079	Baumschulenwegg	58-60	-
83aa7b9aa2c2	TP4Y0023	Bavaria	40-48	-
a8d9dca9bcba	TP4P0099	Bavette	49-54	-
9a168e749e4f	UP5P0522	Bayamo	59-19	-
478589a2f468	TP7P2721	Beaked_Whale	09-22	NULL
474dcaa56e29	TP9P3701	Beaker	22-44	NULL
50133e91a200	UP6P1734	Bearded_Fireworm	54-23	NULL
91fd03fcd895	TP7P2713	Bearded_Seal	16-50	NULL
7914437a571c	UP8P3506	Bear_Mitts	14-47	NULL
0f5aa63e40f3	TP7P2519	Beast	16-16	NULL
981ed4d7db54	UP9P3778	Beauxbatons	79-05	NULL
41386e7b4996	UP4P0268	Beaver	71-39	-
3ce8c188bdf6	UP4Y0050	Becks	30-01	-
ed7a465f1af0	TL9P6739	Beech_Tree	84-04	NULL
12a8d213e2ac	TP4P0173	Beet	38-16	-
806c69b52acd	UP7Y4636	Behbahan	28-41	NULL
e17cc57c0db8	UP7Y4692	Behshahr	18-11	NULL
daaa1f549593	TP7P2593	Beitz	26-38	NULL
2aaeb71abecc	TP7P2677	Beit_Alfa	16-44	NULL
6afa008f94e3	UP7P2584	Beit_Govrin	32-45	NULL
f7c1f5ee011f	TP7P2679	Beit_Keshet	16-22	NULL
34b86ae440ed	TP7H8107	Bejla	20-26	NULL
8e2819988147	TP7H8005	Beknip	14-46	NULL
5a2c88b21b27	TP6P1793	Belavia_Air	61-28	-
1c6fde8a9a2d	UP7P2156	Belle	44-51	NULL
5695354a2bf8	TP5Y0097	Bellevue	40-28	-
8470845249fc	UP6P1260	Bellflower	48-43	A Flower
e4648ab898e2	AP7P2093	Bellingshausen	10-64	NULL
40977a5eb907	TP6H7517	Bellmansgatan	03-24	-
31b2312a6e6b	UP7Y4534	Bellodalix	20-57	NULL
55c147b34eb5	TP6P1907	Bellona	55-02	NULL
0a759178688b	UP7Y4590	Bellovaci	76-31	NULL
bbc6dac6c156	AP7P2027	Belly_Button	27-61	NULL
58d02ed78f37	UP8P3260	Bell_Tree	05-27	-
fef6a0b94761	SCUBE041	Ambrym	2023-41	NULL
8d5df67bee78	TP7P2407	Belmont_Radio	41-32	NULL
ce4a86627a7b	TP7Y4541	Belokurikha	69-04	NULL
b461aab8896f	UP6Y4426	Benben	47-11	Gods of Ancient Egypt
71775e79bc6e	UP7H8006	Bensel	36-27	NULL
0a796fa4b49b	TP5Y0187	Bentley_Amage	38-52	-
7cf34d883b4d	TP6Y4257	Benu	56-54	Gods of Ancient Egypt
60e28162db9d	UP8P3278	Benue_River	16-19	NULL
6ae6cbf7c02b	UP4P0234	Benzene	SP-01	-
5f95512291ca	AP7P2065	Ben_Nevis	17-62	NULL
c7e91b8930f5	TP7P2303	Beothuk_Nation	44-04	NULL
0807b60648b0	UP8Y4986	Berberis_Thungbergii	01-07	NULL
e24f79cfd6c7	UP5H9214	Beren	45-25	NULL
0289339a63d4	UP6P1254	Bergamot	60-03	A Flower
8239110bdc0b	UP8Y5188	Bergsee	23-51	NULL
2bd04de630c9	UP6H7518	Bergsgatan	48-05	-
1e1be77ad6b7	UP4H0060	Bergshamra	52-07	-
37504355c3f8	TP6H7519	Bergsundsgatan	57-14	-
91f5921825a2	UP6H7734	Bergtunga	68-57	NULL
0325005ad002	XK4Y0001	Berlin	-	-
e20a9732ceb1	AP8P3013	Berlin_1936	79-64	NULL
ddd6a46d3741	TP5Y0145	Berlin_Schonefeld	59-14	-
bb7c26343f8c	TP5Y0137	Bernau	39-36	-
39595502201c	UP9P3752	Bert	07-29	NULL
a2a379faa0ba	UP4P0138	Beryllium	21-57	-
85bde2da98d1	UP6Y4396	Bes	57-25	Gods of Ancient Egypt
9d908a7fea03	UP6H7656	Beslag	09-51	NULL
8b4c57c763cf	TP8P3277	Bethpage_Black	27-54	NULL
b72fa034c424	UP7H8192	Betongarbetare	42-05	NULL
1adcbe4f3b75	TP6Y4431	Bharata	72-24	Indian Gods and legendary heroes
ef05066cdcfd	UP6Y4418	Bhima	70-15	Indian Gods and legendary heroes
7132be090e0f	TP6P1769	BH_Airlines	61-52	Bosnia and Herzegovina national airline
7e0b92ad2f49	UP8P3524	Bianchi	19-51	NULL
94e7b98b1317	UP5P0866	Bibliophilia	40-01	-
fdc7cb764a19	TP7H8007	Bidevind	03-56	NULL
8ca33eaaaad0	TP6P1399	Bid_Poker	65-18	A card Game
557fb05d5173	UP8P3372	Biellese	09-17	NULL
f71a42920000	UP6H7580	Biff_Rydberg	68-43	NULL
1551e2c72d57	UP5P0550	Bigfoot	29-31	-
3d4b6c737de1	TP8P3553	Bighorn_Canyon	16-06	NULL
776c9f431384	UL8P6562	Big_Bend	83-57	NULL
162bc4d50f82	UP9P3750	Big_Bird	07-57	NULL
e0369c008f1b	TP7P2827	Big_Dig_Project	04-20	NULL
6432a084d592	TP7P2383	Big_Mac	17-10	NULL
db7afa3b1d2f	TP8P3459	Big_Red_Parka	08-08	NULL
ea369c564dd5	TP8P3567	Big_Sky	14-04	NULL
ed51beb261da	AP6P1119	Big_Top	77-61	a Circus
efc9607742b9	TP6P1371	Big_Two_Card	78-60	A card Game
53369156144f	TP7Y4709	Bijar	28-30	NULL
716833dac3db	TP6P1873	Bikini_Atoll	76-60	NULL
3963aff7764b	UP7H8092	Bil	10-59	NULL
33559d7d195c	TP7H8165	Bildhuggaren	42-40	NULL
3e2e31a8d2f3	TP7H8221	Billackerare	42-20	NULL
3b8baeea2b06	TP6H7657	Billampa	80-02	NULL
04a8879fdb07	TP6H7621	Billinge	77-34	NULL
a2752373e5ef	TP8Y5123	Bilogorac	15-34	NULL
7d0ba12f4407	UP6P1706	Biman_Bangladesh	55-23	Bangladesh national airline
5e718672ecba	TP7Y4701	Binalud	12-22	NULL
857e014da430	UL9H6086	Bindvide	85-55	NULL
87810b56d88e	TP8Y5017	Binghamite	43-58	NULL
c1337d72ead2	TP6P1397	Bingo_Card	47-10	A card Game
67148ebfb243	UP7H8240	Biolog	80-27	NULL
426a184104eb	UP5P0804	Biology	49-23	-
bd44500d0f35	UP5P0836	Biometeorology	49-17	-
28dddb21dced	UP5P0856	Biophilia	59-27	-
2e95bf59c894	TP7H8261	Bira	23-04	NULL
fbcf14f41006	TL9P6741	Birch_Tree	84-20	NULL
968c43ffe8be	TP7Y4619	Birjand	12-48	NULL
bd74d1a6c543	TP4H0055	Birka	38-46	-
f615f7874f06	UP7Y4612	Birobidzhan	69-41	NULL
dfa96aa467d2	DFLSyn03	BirthDOM	-	-
4dd06b2e1927	TP8P3557	Biscayne	35-56	NULL
ccf4d094d750	UP8Y5048	Bissap	42-17	NULL
f16f3e478eed	TP4Y0017	Bitburger	67-48	-
93d848089513	TP7Y4577	Bituriges	69-26	NULL
29017f91d720	UP5P0948	Black	69-23	a color
dd7b82733671	UP4P0094	Blackberry	38-59	-
b803cffdf90a	TP7P2733	Blackchin_Dolphin	13-38	NULL
333ea8e901e7	AP7P2062	Blackcomb_Mountain	25-62	NULL
e6e66ab4c092	TP5H0113	Blackeberg	40-08	-
695861a4183e	TP7P2319	Blackfoot_Tribe	62-44	NULL
606e6e67b4a5	UP6P1392	Blackjack	65-49	A card Game
d52b66ab6861	TP4P0199	Black_bean	30-64	-
ee18c423f491	UP6P1472	Black_River	63-53	rises in 2 headstreams in the Yukon
e2ce835e7ad7	AP6P1150	Black_Top	64-64	road paving material such as asphalt
5d7a955303d2	TP8P3351	Black_Welsh_Mountain	02-08	NULL
9d34dfb959cb	UL9H6162	Bladhorning	81-59	NULL
c589633ab8d2	TP6P1299	Blair_Witch	48-44	The Blair Witch Project is a low budget American horror film released in 1999. It tells the story of three young student filmmakers who get lost in the woods while filming a documentary about the eponymous local legend.
e5b30923161b	TP8Y5179	Blankensee	35-14	NULL
f1af77b4b7f6	TP7Y4591	Blannovii	77-10	NULL
7c2881c092b6	TP6P1715	Blazing_Saddles	70-20	Western Comedy from Mel Brooks
bcada8739000	TP6H7693	Bleka	68-50	NULL
3eac459db789	TL9H6087	Blekarv	81-14	NULL
533893a39a29	UP5P0674	Blennophobia	56-55	-
057674132159	UP6P1396	Blind_Hookey	72-59	A card Game
c78f18efa7f0	UP9P3712	Blind_Pierre	22-29	NULL
e407b3653520	AP6P1138	Blind_Stop	62-61	A strip of material fastened to the inside perimeter of a window frame used to hold a sash in place.
866da7df22b7	TP6P1453	BLISS	64-46	System programming language made popular by DEC and obscured by C
b750eb4e2e09	UL9H6088	Blodhirs	86-29	NULL
763096c161ce	AP6H7581	Blodpudding	06-62	NULL
779d57d45854	TP8H8501	Blondera	14-38	NULL
ea3407c31ec5	TP4P0175	Blonde_ale	74-62	-
4fc12068317b	UP6P1304	Bloody_Birthday	58-49	Bloody Birthday is a 1981 horror film directed by Ed Hunt.
2ff0b8934e77	TP6P1635	Blue	76-16	A color
a8ca9c01fdcf	TP6P1211	Bluebell	63-56	A Flower
b1fc89162c0b	UP4P0080	Blueberry	30-53	-
d030f9de4010	UP4H0026	Bluetooth	30-25	-
2d67ece35d25	TP8P3641	Blue_Max	22-46	NULL
052ef5661e4d	TP6P1893	Blue_Ringed_Octopus	52-22	NULL
1035a0e862cd	UP6P1364	Blue_Snowballish	-	The Blue Snowball was discovered in 1784, by William Herschel.  It is a very small nebula.
563e21d0770a	TP7P2757	Blue_Whale	16-02	NULL
2bf29a3b9f7b	UP9P3828	Bluff_Downs_Python	32-29	NULL
21537d5de371	TP8P3519	BMC_Racing	02-60	NULL
732e937e6832	TP5Y0189	BMW_M3	49-58	-
b26d41c3e751	UP7P2436	Bobbelsche	09-49	NULL
422c998bbe7a	TP8P3393	Boccaccio	41-28	NULL
13ae193b721f	TL9H6089	Bockrot	86-52	NULL
c51dfaa9f463	UP5H0144	Bodharan	46-45	-
b3d216f8abe5	UP8P3202	Bodhran	05-51	NULL
6e5c434f9731	SCUBE002	Antipaxos	2023-02	NULL
80998f82fb99	TP8P3139	Bodifile	16-28	NULL
ca89aa173c6b	UP8Y4982	Bodinieri	08-49	NULL
3c9ae2d127d7	TP7Y4589	Bodiocasses	76-10	NULL
6dac20fd0621	UP7P2136	Boerenkaas	24-01	NULL
e7d5108e5eb2	UP5H0192	Bofink	37-53	-
1fcff64d5de7	TP7Y4635	Bogdan	20-52	NULL
58a90e542f8e	UP5P0578	Boggart	30-19	-
42a5ed72a3ef	UP5P0586	Boggeyman	67-07	-
0ded4ff42d65	TP8P3659	Boggle	31-12	NULL
361943d50d05	TP7P2525	Bohnebeitel	34-14	NULL
77fbadc8edc7	UP7Y4570	Boii	60-09	NULL
866532c3c7f9	TP5P0859	Boise	-	-
6fb0e0007455	TP7Y4677	Bojnourd	26-36	NULL
7c5f67026abc	TL9H6069	Bok	86-24	NULL
ec6fa2dc57f7	UL9H6032	Boknoppning	85-23	NULL
f33381112a1f	TL9H6031	Bokspindling	82-34	NULL
3406f0c821d0	UP7H8262	Bolma	24-17	NULL
99f0b6ec0073	UP8P3170	Bolt_Cutter	41-59	NULL
b97cd48fff63	TL9H6011	Bombmurkla	84-30	NULL
bafa0e62dd75	TP5H0133	Bondkobben	47-40	-
3b76b596f1f3	UP7P2198	Bone	44-17	NULL
66ba5a8442aa	TP8P3173	Bongo	05-46	NULL
dcee7e8c9fac	SCUBE003	Asinara	2023-03	NULL
cd8a81d10684	TP6P1739	Bonnie_And_Clyde	73-30	Vigalante lovers running from the law
55bad13a6e65	TP8P3517	Bontrager	19-34	NULL
95a5e41f1dfd	TP6P1321	Boomerang	72-06	At 1 kelvin; the coldest place known.
f7ec304c5caf	TP7H8065	Bor	10-46	NULL
b1c145c78235	UP5P0524	Borasco	73-27	-
bceb156d2756	UP7Y4686	Borazjan	18-15	NULL
2ed5eb6f15e8	UP6P1828	Bora_Bora	75-57	NULL
9d04f523f8f8	DSYRef01	BoreDOM	-	NULL
09b91d7afd51	UP9P3780	Borgin_And_Burks	79-47	NULL
da4975c9d833	UP7Y4644	Boris	12-39	NULL
c658b8d1d3e1	TP8Y5093	Bori_Cha	35-16	NULL
17b7f9bc90f2	UP4P0134	Boron	40-55	-
c77ff8935f47	TP7Y4693	Boroujerd	12-24	NULL
8b88a9d5709c	UL9H6090	Borstfibbla	81-19	NULL
81892efef29d	UL9H6030	Borstticka	82-03	NULL
fe7cb97b43e0	UP4Y0064	Bosch	-	-
ef99b7c87866	TP5P0865	Boston	54-02	-
c57a5d327723	UP4H0048	Botkyrka	37-55	-
3c0685cd7798	TP7P2727	Boto	13-18	NULL
a937127f40ad	UP8P3116	Bottlenose_Whale	11-07	NULL
bc9d4085fc4f	TP6P1923	Bougainville	75-60	NULL
26d0ea05091a	UP7Y4496	Boulimix	23-45	NULL
fc8b11e9c11a	TP8P3513	Boundary_Waters	35-46	NULL
5e1300918f17	TL9H6091	Bovete	82-56	NULL
4cb6277c4cec	TP8P3349	Bovska	02-20	NULL
5d70990a445d	UP7P2484	Bowling	27-35	NULL
4b527eb7bdcb	UL9P6660	Boxelder_Tree	84-49	NULL
f04066953e67	TP7P2495	Boxing	10-28	NULL
c526feb70e5d	UP7Y4766	Brachium	19-07	NULL
1bc00dd41d35	UP7H8066	Brage	25-11	NULL
a1e00e525b7a	TP6Y4437	Brahma	65-30	Indian Gods and legendary heroes
369244595a97	TP8P3267	Brahmaputra_River	09-32	NULL
4ab905248d33	UP7P2218	Brain	44-09	NULL
77440de8994c	UP7P2552	Brainiac	10-03	NULL
2830068c064a	UL9P6620	Brainspawn	82-49	NULL
0b676a9fbfb9	TP6P1755	Brain_Coral	61-08	NULL
0b78d4bd9c3c	TL9P6621	Brain_Slug	80-34	NULL
99d606243a15	TP8P3207	Brake_Drum	09-38	NULL
9984c001b14c	SCUBE054	Atlasov	2023-54	NULL
8cb936a40bc0	UL9H6092	Brakved	81-29	NULL
8431fc82dcb5	TP7Y4579	Bramovices	69-28	NULL
d5f68ab474ae	TL9H6093	Brandlilja	80-42	NULL
613a034da319	UP7H8248	Brandman	15-47	NULL
d656756eb743	TP7H8263	Brassa	24-14	NULL
927188038066	TP4Y0041	Braugold	58-56	-
0e7e478e4d23	UP4Y0062	Braustolz	-	-
27f791d29331	UP6H7694	Braxen	52-05	NULL
92ba61537798	UL9P6706	Breach_of_Protocol	43-55	NULL
4e6df16d0fa8	UP6P1686	Breakfast_At_Tiffanys	75-51	classic romance drama
7b756d8ed384	TP8P3475	Breckenridge	07-14	NULL
1c65c95c6eac	UP7P2568	Bretzenheim	03-09	NULL
0a21a4b86298	UP6Y4438	Brhaspati	07-35	Indian Gods and legendary heroes
b48a8b18bdde	AP6P1128	Brick_Top	68-63	person with red or redish brown hair
61a0d760953f	UP6P1308	Bride_Of_Chucky	56-51	The fourth movie in the Childs Play series. Made in 1998 it stars Jennifer Tilly (who plays and voices Tiffany) & Brad Dourif (the voice of Chucky). Chucky gets lucky.
0b60356a7aa2	UP6P1376	Bridge_Card	73-53	A card Game
5be94531eca1	TP8Y5117	Brie	43-30	NULL
e0702acd3dd2	UP6P1880	Brie_De_Meaux	60-13	NULL
c967d18fd38b	TP7P2123	Brindamour	53-34	NULL
2a78c3a5a950	UL9H6098	Brinklosta	82-11	NULL
f4dee2a2de14	UP5P0516	Brisote	64-37	-
5c65ca7400c2	TP5Y0191	Bristol_409	38-40	-
a656a0a4e1e4	TP6P1737	Brittle_Star	54-32	NULL
7df47437aefd	UP4H0054	Bro	30-39	-
541ce367cb69	TP8P3163	Broach	13-36	NULL
a57206814b18	AP7P2039	Broad_Peak	42-61	NULL
f35fa871d744	UP4P0238	Broccoli	54-53	-
56afa723acdc	TL9H6099	Brokstarr	80-36	NULL
449c530e37ea	UP5H0220	Brommaplan	40-23	-
a44dfb4f95d0	TL9H6163	Broms	85-06	NULL
adeb2b0d4b14	TP8P3283	Brookline	02-10	NULL
6ea0da549002	UP6P1642	Brown	75-59	a color
1ebec6395f96	TP4P0179	Brown_ale	21-63	-
07e71392dc07	UP9P3864	Browsing_Kangaroo	79-29	NULL
57363a184c52	UP5P0556	Brubu	74-23	-
8688a7a3f9c3	UL9H6100	Brudsporre	84-23	NULL
5a22222c3eb1	TP7P2283	Brule_Tribe	26-34	NULL
b659efb542d8	TP8Y5177	Brummelviz	33-38	NULL
75853c7e500f	UP7H8222	Brunnsborrare	14-39	NULL
91355f47d63f	TP7P2409	Brunswick_Radio	09-54	NULL
d67fd910f139	UL8P6576	Bryce_Canyon	83-11	NULL
1e21f772c241	UP8H8524	Brygga	01-35	NULL
d77d3da784dd	TP8Y5091	Bryndza	41-22	NULL
93f43f10d840	TP7H8109	Brynhild	12-50	NULL
43149cdc4362	UP5P0784	Bryology	66-21	-
71f2b6c80a9a	UP6P1742	Bryozoan	53-17	NULL
10d118281e26	UP7P2710	BR_Advanced_Train	08-01	NULL
9233a65ab751	UP6Y4250	Bubastis	53-45	Gods of Ancient Egypt
5e903b212571	UP5P1044	Bubonic_Plague	78-01	-
fe6689460566	TP4P0103	Bucatini	21-60	-
db32d1a4bdb4	UP6P1256	Buckbean	65-23	A Flower
9f05fd6341a1	TP6P1463	Buckland_River	67-36	at base of Seward Peninsula
944a4127d4ca	UP6Y4364	Budai	74-57	Chinese gods and mythical heroes
dbfb63c68279	TP4Y0031	Budweiser	51-52	-
519231a39678	UP4P0270	Buffalo	-	-
dfd3ff66933f	TP7Y4793	Bufo_Lemur	27-52	NULL
e8341d6ea7d0	TP5Y0193	Bugatti_EB	49-50	-
cc15c3955364	TL9P6615	Buggalo	82-10	NULL
e164fe0f7b6c	TP5Y0195	Buick_LeSabre	54-14	-
392e407cbc80	UP6P1718	Bulgaria_Air	60-25	Bulgaria national airline
852ffbc47f63	UP5P0546	Bulls_Eye_Squall	54-33	-
6ae888e70256	UP6H7608	Bult	77-27	NULL
d1276f7cc60d	AP6P1110	Bump_Stop	62-63	Is Bumpy !
93ffc3fe6479	TP8Y5129	Bundz	43-02	NULL
3aaea7e601fd	TP8P3449	Bunny_Boots	08-02	NULL
ae20462d45c5	UP6H7658	Buntband	68-39	NULL
c8bba3527992	UP8P3430	Burchiello	37-17	NULL
91befbf1a5f7	TP7H8067	Bure	28-04	NULL
126c31298316	TP8P3521	Burley	19-48	NULL
6fd594f398c1	UP7Y4678	Bushehr	18-03	NULL
be4aa5ff4ff4	TP5H0135	Buskharan	63-28	-
100f468a9651	UP6H7748	Buskmus	43-25	NULL
6584848b8317	AP6P1101	Bus_Stop	69-63	A 1956 film, featuring Marilyn Monroe as Cherie
71b3c1992259	UP4P0200	Butadieneish	74-29	-
a84b108f5845	UP6P1682	Butch_Cassidy	70-09	Story of fleeing bank_train robbers
30c526781a3d	TP8P3301	Butler_National	02-48	NULL
320182c54649	TP6P1257	Buttercup	72-38	A Flower
3539047b9cf7	UP5P1002	Butyrophilia	38-41	-
39ea199a17f1	UP7P2434	Butze	05-59	NULL
341b7baa5f92	TP8Y4983	Buxus_Harlandii	15-20	NULL
9ffee16eb714	UP7Y4826	Buxus_Vahlii	23-33	NULL
0c5bd7c5f1df	UP8P3450	Buzzati	09-11	NULL
92ff0028523f	TP6H7659	Bygel	15-30	NULL
8f33f1642b75	UP7H8108	Byggvir	14-29	NULL
9ff0a5e24485	AP6P1162	Byzantium	60-63	NULL
95839d7f6ac4	TP8P3507	C141_Starlifter	31-58	NULL
93480efa8f44	UP8P3478	C17_Globemaster	35-55	NULL
e2e89dee3102	UP4Y0052	Cab	27-01	-
9355a9ae0ac7	TP4P0183	Cabernet_sauvignon	66-61	-
16ac245002df	TP7P2499	Caber_Toss	09-36	NULL
2410bfaaf613	TP7P2157	Cabrales	55-12	NULL
5c591c706f60	UP7Y4498	Cacofonix	28-57	NULL
80cc0e29c9d3	UP5P0670	Cacophobia	19-03	-
9470e4779291	TP5Y0197	Cadillac_Fleetwood	59-24	-
72e1e8456bc0	UP7Y4572	Cadurci	70-59	NULL
8f37ba45506d	TP7Y4585	Caeroesi	60-02	NULL
e9b007de6ffd	TP7P2149	Caerphilly	55-22	NULL
18aa36f42808	TP7Y4513	Cafeolix	70-06	NULL
16c10486b2a3	UP8Y5066	Cafetite	33-59	NULL
17b728c47bf8	UP5P0680	Cainophobia	71-31	-
b6ae4a713be5	TP7P2799	Cairo_Citadel	04-30	NULL
492c1a88a3b0	TP6Y4455	Caishen	58-28	Chinese gods and mythical heroes
e007c1d9df3b	UP6Y4288	Cakulha	47-09	NULL
bd2dd58df43a	TP7Y4675	Calcaneus	28-44	NULL
e46756e7b9b0	UP5P1018	California	67-13	-
b6108d75cb05	UP8P3158	California_Sea_Lion	13-21	NULL
2cfab071a3c9	TP6P1415	California_Speed	78-56	A card Game
714f149ff3d7	TP9P3813	California_Tapir	80-06	NULL
378f8e55f80c	UP5P0738	Caligynephobia	53-05	-
8baa73dce311	UP7Y4962	Calipso	05-31	NULL
c2a04c01373d	TP8Y4989	Callicarpa_Bodinier	24-24	NULL
359236af3d53	UP8Y4996	Callicarpa_Giraldia	33-57	NULL
3b72d53babe4	UP8Y4980	Callicarpa_Giraldian	15-27	NULL
8ef494580d15	TP7Y4669	Calvaria	36-26	NULL
3f661839d819	TP7Y4757	Calvicula	18-50	NULL
5da36c55e690	UP8P3444	Calvino	09-45	NULL
8b120c968c33	UP8Y5130	Cambozola	42-55	NULL
95bb4d9871d1	UP4P0272	Camel	73-41	-
3f32d31b4ea8	UP6P1220	Camellia	56-43	Hole 10 Par 4   495 yards
7ad88f75809b	UL9P6656	Camellia_Tree	80-33	NULL
4016ffeacd3d	UP9P3858	Camelops	32-03	NULL
7c413d244c8b	TP7P2125	Camembert	60-60	NULL
7a4f525d4fc2	TP6P1771	Cameroon_Airlines	61-46	Cameroon national airline
ae2e5bb792d4	UP9P3718	Camilla_the_Chicken	22-17	NULL
d681cbe3c475	UP6P1452	CAML	75-37	Categorical Abstract Machine Language
13bbd11ab55a	UP8P3446	Campanella	37-07	NULL
c1fa4983fce6	UP5P0746	Campanology	54-49	-
437ba560f8c5	UP8P3604	Campo_Imperatore	07-49	NULL
de50db8dc67c	UP8P3378	Canadian_River	16-47	NULL
5afd3f215d81	UP6P1390	Canasta	65-35	A card Game
3db537746d3e	UK4P0057	Cancer	-	-
bc355246fcef	UP5P0638	Cancerophobia	20-35	-
0c5f80348cdb	UP5P1064	Candidiasis	69-27	-
524093180cb7	UP8P3562	Cane_River_Creole	07-31	NULL
34818c807e16	UP7Y4796	Canis_Rufus	36-13	NULL
3dac398e0d9d	TP4P0111	Cannelloni	40-58	-
d589876c63ce	TP6P1437	Canning_River	63-14	rises in N Brooks Range
833e5212e1e8	TP8P3527	Cannondale	27-12	NULL
4322eb749e4b	TP6Y4401	Canobus	57-28	Gods of Ancient Egypt
ea33238379da	UP7P2430	Canoeing	36-43	NULL
6a8317e4101a	UP7P2106	Cantal	55-21	NULL
7ebd7d71d238	UP6Y4454	Cao_Guojiu	72-13	Chinese gods and mythical heroes
2d91500df2e1	TP7P2415	Capehart_Radio	41-52	NULL
1a52e915b7ff	UP4P0098	Capellini	49-59	-
b35b5ab19233	UP5P0512	Cape_Doctor	29-45	-
05f6bd68263f	TP7Y4749	Capitatum	10-16	NULL
2d3967ad656f	TP8P3515	Capitol_Reef	16-58	NULL
d893596f5ab1	TK4P0052	Capricorn	-	-
dde189309f7d	TP7P2547	Captain_America	10-10	NULL
b02edef4037b	TP6P1667	Captain_Flume	75-18	Character from Joseph Hellers catch-22
d0d23d785ff5	UP7P2140	Captain_Hook	26-31	NULL
22d89de8d0e3	TP7P2515	Captain_Marvel	16-54	NULL
bae35355351f	UP6P1290	Captain_Spaulding	48-55	A fictional character created by Rob Zombie. He was portrayed by Sid Haig in House of 1000 Corpses and The Devils Rejects.
c76cfe046203	UP9P3758	Captain_Vegetable	14-49	NULL
0d42d3e12c9f	UP4P0276	Capybara	30-45	-
5f223b64daf4	UP4P0120	Carambola	30-51	-
eeb299b6639d	AP4P0066	Carbon	30-63	-
